id,prefecture_area,course_name,latitude,longitude,length_en,length_ja,elevation_gain_m,route_variant_of,distance_method,hilliness_en,hilliness_ja,children_en,children_ja,children_rating,older_adults_en,older_adults_ja,older_adults_rating,suitability_confidence,suitability_note_en,suitability_note_ja,suitability_signals_en,suitability_signals_ja,route_polyline_available,map_pdf_url,description_short
"gifu_gero_gifu_gero_shimi","岐阜県 下呂市","四美 しみ の森コース","35.753","137.272","2.54 km","2.54km","128","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.54 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（2.54km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/gifu-gero/gifu_gero_shimi.pdf","南飛騨の豊かな自然で健康づくりを"
"gifu02_gifu01_morinosanpomichi","岐阜県 白川村","トヨタ白川郷自然學校コース 森の散歩道コース","36.2598","136.891","1.12 km","1.12km","59","gifu02_gifu01","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: short (1.12 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 短め（1.12km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu02/gifu01.pdf","白川郷自然學校周辺の短く手軽な森の散歩道コース"
"gifu02_gifu01_shiratani","岐阜県 白川村","トヨタ白川郷自然學校コース 白谷眺望コース","36.2605","136.893","2.11 km","2.11km","110","gifu02_gifu01","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (2.11 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.11km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu02/gifu01.pdf","白谷方面の眺望を楽しむ中程度の森のコース"
"gifu02_gifu01_tenbodai","岐阜県 白川村","トヨタ白川郷自然學校コース 展望台コース","36.2577","136.8932","2.49 km","2.49km","107","gifu02_gifu01","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (2.49 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.49km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/gifu02/gifu01.pdf","展望台へ向かう、しっかり歩く白川郷自然學校コース"
"shizuoka_shizuoka01","静岡県 小山町","須走・富士山眺望コース","35.362","138.868","3.5 km","3.5km","77","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (3.5 km). | Urban/access signal: likely easier to reach and easier to exit early. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（3.5km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/shizuoka/shizuoka01.pdf","日本のこころ 富士山を眺めながら楽しむ"
"shizuoka_shizuoka02","静岡県 小山町","足柄古道・銚子ヶ淵コース","35.336","138.986","2.94 km","2.94km","141","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (2.94 km). | Urban/access signal: likely easier to reach and easier to exit early. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.94km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/shizuoka/shizuoka02.pdf","金太郎ゆかりの地「足柄古道」を散策する"
"aichi_nagoya_midori_aichi03_midoriku_takinomizu","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","360度の大パノラマ！ 滝ノ水コース","35.091","136.973","4.4 km","4.4km","93","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: longer (4.4 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: やや長め（4.4km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku_takinomizu.pdf","ビオトープの恵みを感じて心身とも健康に"
"aichi_nagoya_midori_aichi03_midoriku_takinomizu_short","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","滝ノ水コース ショートコース","35.091","136.973","2.97 km","2.97km","57","aichi_nagoya_midori_aichi03_midoriku_takinomizu","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.97 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（2.97km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku_takinomizu.pdf","ビオトープの恵みを感じて心身とも健康に"
"aichi_nagoya_midori_aichi03_midoriku_tokushige","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","緑のオアシス徳重コース","35.095","137","3.5 km","3.5km","52","","known_length_from_source_text","Rolling","起伏あり","Usually OK","概ね可","ok","Usually OK","概ね可","ok","inferred_from_course_description","Suitability is inferred from public route descriptions; confirm exact distance, surface, and weather before walking.","公開説明からの推定です。歩く前に正確な距離・路面・天候を確認してください。","Published distance: moderate (3.5 km). | Result: children = Usually OK; older adults = Usually OK.","公表距離: 中程度（3.5km）。 | 判定: 子ども = 概ね可、高齢者 = 概ね可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku_tokushige.pdf","都市と里山が調和する日本の原風景を歩く"
"aichi_nagoya_midori_aichi03_midoriku_okehazama","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","歴史ロマン！ 決戦桶狭間コース","35.052","136.97","5.08 km","5.08km","61","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: long (5.08 km). | Urban/access signal: likely easier to reach and easier to exit early. | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: 長め（5.08km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku_okehazama.pdf","桶狭間を歩くー 健康づくりでまちをつなぐ"
"aichi_nagoya_midori_aichi03_midoriku_okehazama_short","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","桶狭間コース ショートコース","35.052","136.97","2.61 km","2.61km","36","aichi_nagoya_midori_aichi03_midoriku_okehazama","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.61 km). | Urban/access signal: likely easier to reach and easier to exit early. | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（2.61km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku_okehazama.pdf","桶狭間を歩くー 健康づくりでまちをつなぐ"
"aichi_nagoya_midori_aichi03_midoriku_arimatsu","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","江戸情緒と絞りのまち 日本遺産有松コース","35.066","136.971","3.02 km","3.02km","64","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (3.02 km). | Urban/access signal: likely easier to reach and easier to exit early. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（3.02km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku_arimatsu.pdf","江戸時代から受け継ぐ文化を感じながら歩く"
"aichi_nagoya_midori_aichi03_midoriku_narumi","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","宿場町と芭蕉の風薫る鳴海コース","35.08","136.954","2.79 km","2.79km","54","","known_length_from_source_text","Hilly","坂・傾斜多め","Usually OK","概ね可","ok","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.79 km). | Urban/access signal: likely easier to reach and easier to exit early. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Usually OK; older adults = Use caution.","公表距離: 中程度（2.79km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 概ね可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku_narumi.pdf","松尾芭蕉も訪れた旧東海道の宿場町を歩く"
"aichi_nagoya_midori_aichi03_midoriku_odaka_castle_sake","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","自然と歴史を感じる大高コース 大高城跡・酒蔵コース","35.0688","136.9387","3.03 km","3.03km","30","aichi_nagoya_midori_aichi03_midoriku","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (3.03 km). | Urban/access signal: likely easier to reach and easier to exit early. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（3.03km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku.pdf","大高城跡と酒蔵のあるまちなみを巡る都市型コース"
"aichi_nagoya_midori_aichi03_midoriku_washizu_marune","愛知県 名古屋市緑区 都市型コース（クアの道®・シティ）","自然と歴史を感じる大高コース 鷲津砦・丸根砦コース","35.0672","136.9413","4.43 km","4.43km","76","aichi_nagoya_midori_aichi03_midoriku","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: longer (4.43 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: やや長め（4.43km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/aichi-nagoya-midori/aichi03_midoriku.pdf","鷲津砦跡と丸根砦跡を巡る大高の歴史コース"
"aichi_nagoya_aichi_nagoya_nakaku","愛知県 名古屋市中区 都市型コース（クアの道®・パーク）","久屋大通 ひさやおおどおり パークコース 〜水の宇宙船からGO！〜","35.1749185","136.908282","2.77 km","2.77km","43","","known_length_from_source_text","Mostly flat","ほぼ平坦","Good fit","向いている","good","Good fit","向いている","good","source_or_manual_review","Urban park route in central Nagoya with easy access and limited natural-terrain risk.","名古屋中心部の都市公園コースで、アクセスしやすく自然路面のリスクは低めです。","Published distance: moderate (2.77 km). | Urban/access signal: likely easier to reach and easier to exit early. | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Good fit; older adults = Good fit.","公表距離: 中程度（2.77km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 向いている、高齢者 = 向いている。","true","http://kurortwalking.com/file/aichi-nagoya/aichi-nagoya_nakaku.pdf","名古屋市の繁華街に沿った 久屋大通公園を歩く、都市型のコース"
"aichi_aichi01","愛知県 岡崎市","岡崎城跡周遊コース","34.9559556","137.1593531","1.92 km","1.92km","44","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (1.92 km). | Urban/access signal: likely easier to reach and easier to exit early. | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（1.92km）。 | 都市・アクセス面の信号: 行きやすく、途中離脱もしやすい可能性があります。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","true","http://kurortwalking.com/file/aichi/aichi01.pdf","徳川家康公ゆかりの地で 市民に愛される岡崎城を歩く"
"aichi_aichi02","愛知県 岡崎市","下山いやしの里山コース","35.025","137.33","2.34 km","2.34km","104","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Includes slopes, viewpoints, or old paths, so pace and rests should be planned.","坂・展望地・古道などを含むため、ペースと休憩計画が必要です。","Published distance: moderate (2.34 km). | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.34km）。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/aichi/aichi02.pdf","心身ともに癒される 日本の原風景が残る里山を歩く"
"aichi_toyohashi_aichi_toyohashi_iwaya","愛知県 豊橋市","四季彩る岩屋緑地コース","34.729539","137.4308877","1.47 km","1.47km","84","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: short (1.47 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 短め（1.47km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","true","http://kurortwalking.com/file/aichi-toyohashi/aichi_toyohashi_iwaya.pdf","歴史と自然が織りなす展望の名所 岩屋緑地を歩く"
"aichi_toyohashi_aichi_toyohashi_takashi","愛知県 豊橋市","松風そよぐ 高師 たかし 緑地コース","34.7316917","137.3820338","2.97 km","2.97km","44","","known_length_from_source_text","Rolling","起伏あり","Good fit","向いている","good","Usually OK","概ね可","ok","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.97 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Result: children = Good fit; older adults = Usually OK.","公表距離: 中程度（2.97km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 判定: 子ども = 向いている、高齢者 = 概ね可。","true","http://kurortwalking.com/file/aichi-toyohashi/aichi_toyohashi_takashi.pdf","歴史と自然が調和する高師緑地を歩く"
"mie_mie01","三重県 志摩市","横山天空コース","34.3321059","136.7993101","2.08 km","2.08km","124","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2.08 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.08km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","true","http://kurortwalking.com/file/mie/mie01.pdf","伊勢志摩が誇る絶景「英虞」（あご）湾を一望できるコース"
"mie_mie02","三重県志摩市","ともやま公園コース","34.278","136.807","1.84 km","1.84km","50","","known_length_from_source_text","Gentle","ゆるやか","Good fit","向いている","good","Good fit","向いている","good","source_or_manual_review","The source mentions children and beginners can join nearby activities, and the route is park/coast based.","公園・海岸を中心としたコースで、周辺体験は子どもや初心者も参加可能とされています。","Official guide text mentions children and beginners can join nearby sea-kayak eco tours. | Published distance: moderate (1.84 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Good fit; older adults = Good fit.","公式ガイド文に、周辺のシーカヤック体験は子ども・初心者も参加可能とあります。 | 公表距離: 中程度（1.84km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 向いている、高齢者 = 向いている。","false","http://kurortwalking.com/file/mie/mie02.pdf","干潟、海岸、美しい自然を体感"
"mie_mie02_jiro","三重県志摩市","ともやま公園 次郎六郎コース","34.278","136.807","0.56 km","0.56km","9","mie_mie02","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: short (0.56 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Surface/nature signal: coastal, sandy, bridge, cave, stream, or forest-bathing terrain may need extra caution. | Result: children = Use caution; older adults = Use caution.","公表距離: 短め（0.56km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 路面・自然環境の信号: 海岸・砂浜・吊り橋・洞窟・渓流・森林などは注意が必要です。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/mie/mie02.pdf","干潟、海岸、美しい自然を体感"
"shiga_shiga01","滋賀県 高島市","くつきの森 ユリノキコース","35.355","135.925","2 km","2km","79","","known_length_from_source_text","Mountain/highland","山・高原","Usually OK","概ね可","ok","Use caution","注意して可","caution","inferred_from_course_description","Park or urban setting makes this easier to access, though local slopes and distance still matter.","公園・都市型のためアクセスしやすい一方、現地の坂や距離は確認が必要です。","Published distance: moderate (2 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Usually OK; older adults = Use caution.","公表距離: 中程度（2km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 概ね可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/shiga/shiga01.pdf","琵琶湖源流の森、「くつきの森」を歩く"
"shiga_shiga02","滋賀県 高島市","想い出の森 オグラスコース","35.358","135.914","2.23 km","2.23km","83","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (2.23 km). | Facility signal: public description mentions rest, visitor, station, roadside-station, or hot-spring facilities. | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（2.23km）。 | 施設の信号: 休憩・案内・道の駅・温泉などの施設が説明に出ています。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/shiga/shiga02.pdf","「グリーンパーク想い出の森」を拠点に 心身ともにリフレッシュするコース"
"hyogo_hyogo01","兵庫県 多可町","エーデルささゆりガルテンコース","35.0158334","134.9097573","1.29 km","1.29km","78","","known_length_from_source_text","Gentle","ゆるやか","Good fit","向いている","good","Good fit","向いている","good","source_or_manual_review","The source text explicitly says it is easy for older adults and people without exercise habits.","出典文に、運動習慣がない方や高齢者にも歩きやすい静かなコースとあります。","Official guide text explicitly says this course is easy for older adults and people without exercise habits. | Published distance: short (1.29 km). | Result: children = Good fit; older adults = Good fit.","公式ガイド文に、運動習慣がない方や高齢者にも歩きやすいとあります。 | 公表距離: 短め（1.29km）。 | 判定: 子ども = 向いている、高齢者 = 向いている。","true","http://kurortwalking.com/file/hyogo/hyogo01.pdf","南ドイツに似た風景の中でドイツ生まれのウオーキングを"
"hyogo_hyogo02","兵庫県 多可町","なか・やちよの森ヴァルトコース","35.0292718","134.9081645","3.23 km","3.23km","124","","known_length_from_source_text","Mountain/highland","山・高原","Use caution","注意して可","caution","Use caution","注意して可","caution","inferred_from_course_description","Highland or mountain setting; better for confident walkers and guided outings.","山・高原環境のため、歩き慣れた人やガイド同行向けです。","Published distance: moderate (3.23 km). | Highland/mountain signal: weather, temperature, and fatigue risk can be higher. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公表距離: 中程度（3.23km）。 | 山・高原の信号: 天候・気温・疲労リスクが高くなる可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","true","http://kurortwalking.com/file/hyogo/hyogo02.pdf","南ドイツの「黒い森」に似た針葉樹のなかで ドイツ生まれのウオーキングを"
"okayama_okayama01","岡山県 新見市","新見富士コース","34.976","133.47","2.06 km","2.06km","180","","known_length_from_source_text","Hilly","坂・傾斜多め","Use caution","注意して可","caution","Use caution","注意して可","caution","source_or_manual_review","The source text notes strong slopes in places.","出典文に、かなり傾斜が強い場所があるとあります。","Official guide text notes that some sections have quite strong slopes. | Published distance: moderate (2.06 km). | Park setting signal: likely clearer paths and more predictable facilities than remote nature routes. | Slope signal: hills, viewpoints, old paths, or strong slopes appear in the source description. | Result: children = Use caution; older adults = Use caution.","公式ガイド文に、かなり傾斜が強い場所があるとあります。 | 公表距離: 中程度（2.06km）。 | 公園系の信号: 山道より道や施設を把握しやすい可能性があります。 | 坂・起伏の信号: 展望地・古道・強い傾斜などが説明に出ています。 | 判定: 子ども = 注意して可、高齢者 = 注意して可。","false","http://kurortwalking.com/file/okayama/okayama01.pdf","市民が親しむ運動公園を拠点に 新見富士の傾斜を活かしたコース"
